trip_id,date,time,transport_type,route_id,vehicle_id,origin_station,origin_district,origin_latitude,origin_longitude,destination_station,destination_district,destination_latitude,destination_longitude,distance_km,fare_rwf,passengers_carried,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T00906,2023-01-10,15:30:00,Bus,RN1 (Kigali-Muhanga Rd),RAD809G,Gishushu,Gasabo,-1.943081,30.09906,Gatenga,Kicukiro,-1.977736,30.082179,4.29,460,25,15:32:00,15:52:00,6,13,Cloudy,21.6,59,0,19.0,Festival,0,99,0,0,1,Spring,1
T00907,2023-01-10,15:45:00,Taxi,RN1 (Kigali-Muhanga Rd),RAC601A,Biryogo,Nyarugenge,-1.958381,30.04389,Nyarutarama,Gasabo,-1.938751,30.110704,7.74,4100,2,15:45:00,16:11:00,17,3,Heavy Rain,15.7,89,52,10.8,None,0,50,0,0,1,Spring,0
T00908,2023-01-10,16:00:00,Moto,KN 78 St,RAB365E,Muhima,Nyarugenge,-1.943373,30.048309,Kabuga,Gasabo,-1.928169,30.180003,14.73,3980,1,16:03:00,16:43:00,7,1,Rain,17.0,57,21,0.7,Sports,0,6,0,1,1,Winter,0
T00909,2023-01-10,16:15:00,Bus,RN1 (Kigali-Muhanga Rd),RAD391H,Nyabugogo Bus Park,Nyarugenge,-1.954981,30.057059,Gikondo,Kicukiro,-1.968604,30.071013,2.17,330,14,16:16:00,16:56:00,10,15,Clear,27.9,55,15,8.1,Parade,0,22,1,0,1,Winter,1
T00910,2023-01-10,16:30:00,Taxi,KN 4 Ave,RAC198E,Biryogo,Nyarugenge,-1.961897,30.047447,Rugando,Kicukiro,-1.957073,30.124389,8.57,4430,1,16:30:00,17:12:00,15,12,Storm,20.8,47,21,19.3,Concert,0,45,0,0,1,Spring,1
T00911,2023-01-10,16:45:00,Bus,KG 28 Ave,RAD219F,Kimihurura,Gasabo,-1.947507,30.088159,Gatenga,Kicukiro,-1.982119,30.084484,3.87,430,17,16:49:00,17:34:00,13,23,Storm,16.7,65,49,14.6,Concert,0,89,0,0,1,Autumn,1
T00912,2023-01-10,17:00:00,Bus,KN 4 Ave,RAD565E,Gahanga,Kicukiro,-2.017219,30.10882,Gahanga,Kicukiro,-2.018439,30.109481,0.15,220,28,17:01:00,17:37:00,19,21,Storm,22.4,37,15,6.0,None,500,77,0,1,1,Summer,1
T00913,2023-01-10,17:15:00,Bus,KG 205 St,RAD334F,Cyahafi,Nyarugenge,-1.95647,30.037697,Nyabisindu,Nyarugenge,-1.972261,30.037079,1.76,310,18,17:16:00,18:06:00,14,22,Clear,15.5,47,27,11.5,None,50000,27,0,0,1,Summer,1
T00914,2023-01-10,17:30:00,Taxi,KK 432 St,RAC388A,Gatenga,Kicukiro,-1.978215,30.083578,Mageragere,Nyarugenge,-2.010947,30.011377,8.81,4520,3,17:33:00,17:56:00,19,10,Storm,13.3,87,27,12.0,Festival,500,23,0,0,1,Spring,1
T00915,2023-01-10,17:45:00,Bus,KK 15 Rd,RAD284G,Kanombe,Kicukiro,-1.972176,30.134192,Jabana,Gasabo,-1.899172,30.044054,12.89,970,24,17:47:00,18:37:00,10,10,Cloudy,12.3,61,54,0.5,None,0,6,0,1,1,Summer,1
T00916,2023-01-10,18:00:00,Bus,KG 17 Ave,RAD892A,Gikondo,Kicukiro,-1.97248,30.072547,Niboye,Kicukiro,-1.988007,30.099197,3.43,410,24,18:02:00,18:24:00,9,10,Clear,28.6,78,21,3.6,Sports,500,99,0,0,1,Summer,1
T00917,2023-01-10,18:15:00,Moto,RN1 (Kigali-Muhanga Rd),RAB610F,Niboye,Kicukiro,-1.988476,30.100738,Nzove,Nyarugenge,-1.936427,29.98809,13.79,3750,1,18:16:00,19:02:00,7,21,Clear,24.6,77,55,11.0,Concert,0,78,1,0,1,Spring,1
T00918,2023-01-10,18:30:00,Taxi,KG 17 Ave,RAC352A,Kanombe,Kicukiro,-1.971535,30.133548,Kagunga,Gasabo,-1.908862,30.108413,7.51,4000,2,18:30:00,18:57:00,-2,0,Clear,25.9,94,5,8.1,None,10000,48,0,1,1,Summer,0
T00919,2023-01-10,18:45:00,Taxi,KN 5 Rd,RAC981H,Nyabisindu,Nyarugenge,-1.973796,30.038429,Cyahafi,Nyarugenge,-1.954786,30.037005,2.12,1850,3,18:49:00,19:19:00,5,11,Fog,29.0,62,24,3.8,None,500,2,0,1,1,Winter,1
T00920,2023-01-10,19:00:00,Bus,KG 17 Ave,RAD292A,Kanyinya,Nyarugenge,-1.909008,30.008154,Nyakabanda,Nyarugenge,-1.967241,30.042551,7.52,650,23,19:04:00,19:23:00,18,28,Rain,28.3,79,41,15.5,None,500,1,0,0,1,Spring,1
T00921,2023-01-10,19:15:00,Taxi,KK 10 Ave,RAC913B,Kigali Heights,Gasabo,-1.948938,30.088513,Nyarugunga,Kicukiro,-1.995904,30.114912,5.99,3400,2,19:15:00,20:08:00,19,14,Fog,24.9,33,1,9.8,None,0,6,0,0,1,Winter,1
T00922,2023-01-10,19:30:00,Bus,RN1 (Kigali-Muhanga Rd),RAD180H,Kigali Heights,Gasabo,-1.945834,30.088759,Rutunga,Gasabo,-1.861695,30.081589,9.39,760,23,19:31:00,19:54:00,15,10,Fog,24.1,65,6,6.2,Festival,0,79,0,0,1,Spring,1
T00923,2023-01-10,19:45:00,Moto,KG 9 Ave,RAB603H,Muhima,Nyarugenge,-1.943288,30.048243,Kicukiro Centre,Kicukiro,-1.98036,30.10012,7.09,2070,1,19:49:00,20:37:00,-1,-3,Fog,17.9,57,52,3.2,Sports,0,20,0,1,1,Winter,0
T00924,2023-01-10,20:00:00,Bus,KK 28 Ave,RAD892D,Rebero,Kicukiro,-1.989806,30.090016,Gahanga,Kicukiro,-2.017173,30.111135,3.84,430,22,20:02:00,20:24:00,13,16,Rain,13.8,32,16,12.2,None,0,8,0,1,1,Summer,1
T00925,2023-01-10,20:15:00,Taxi,KK 28 Ave,RAC470B,Kanyinya,Nyarugenge,-1.908413,30.009022,Gitega,Nyarugenge,-1.955102,30.051143,6.99,3800,3,20:15:00,21:12:00,9,6,Fog,22.0,35,34,13.3,None,0,11,0,0,1,Autumn,1
T00926,2023-01-10,20:30:00,Bus,KN 3 Ave,RAD922H,Cyahafi,Nyarugenge,-1.957374,30.035245,Gahanga,Kicukiro,-2.021218,30.110752,10.99,860,33,20:33:00,21:23:00,6,6,Storm,22.1,74,19,13.4,Concert,0,92,0,0,1,Winter,1
T00927,2023-01-10,20:45:00,Moto,KN 67 St,RAB292H,Bumbogo,Gasabo,-1.891379,30.099056,Remera,Gasabo,-1.95211,30.109985,6.86,2020,1,20:46:00,21:30:00,0,20,Clear,28.6,52,43,4.4,None,0,23,0,1,1,Winter,1
T00928,2023-01-10,21:00:00,Bus,KN 67 St,RAD165B,Cyahafi,Nyarugenge,-1.957525,30.037155,Nyabisindu,Nyarugenge,-1.973936,30.03955,1.84,310,31,21:00:00,21:20:00,19,24,Clear,19.7,36,1,11.9,None,50000,32,0,0,1,Autumn,1
T00929,2023-01-10,21:15:00,Bus,KG 9 Ave,RAD776E,Rugando,Kicukiro,-1.959364,30.122095,Kanogo,Nyarugenge,-1.940457,30.032631,10.16,810,27,21:19:00,21:38:00,18,23,Cloudy,24.0,90,6,18.1,None,0,77,0,0,1,Autumn,1
T00930,2023-01-10,21:30:00,Moto,KG 11 Ave,RAB377C,Gacuriro,Gasabo,-1.917504,30.089463,Gikondo,Kicukiro,-1.969606,30.070169,6.18,1840,1,21:31:00,22:28:00,1,-3,Heavy Rain,22.0,94,31,7.1,Festival,0,42,0,0,1,Winter,0
T00931,2023-01-10,21:45:00,Moto,KK 33 Ave,RAB751E,Kabuga,Gasabo,-1.925031,30.184439,Kigali International Airport,Kicukiro,-1.970341,30.137379,7.26,2120,1,21:47:00,22:30:00,-1,29,Storm,15.1,35,48,4.2,None,10000,81,0,0,1,Winter,1
T00932,2023-01-10,22:00:00,Bus,KN 78 St,RAD158B,Bumbogo,Gasabo,-1.89008,30.099171,Kagunga,Gasabo,-1.907612,30.109608,2.27,340,30,22:01:00,22:52:00,5,0,Rain,22.3,53,18,15.4,None,50000,4,0,1,1,Winter,0
T00933,2023-01-10,22:15:00,Bus,KG 9 Ave,RAD239H,Gikondo,Kicukiro,-1.967278,30.072047,Rutunga,Gasabo,-1.85861,30.077254,12.1,930,30,22:16:00,23:07:00,7,3,Heavy Rain,21.4,66,11,3.5,Parade,0,78,0,1,1,Spring,0
T00934,2023-01-10,22:30:00,Moto,RN4 (Kigali-Kayonza Rd),RAB615G,Remera,Gasabo,-1.95595,30.109665,Nyabisindu,Nyarugenge,-1.975576,30.042257,7.8,2250,1,22:32:00,22:57:00,13,5,Clear,20.6,74,8,5.1,None,0,70,0,0,1,Winter,0
T00935,2023-01-10,22:45:00,Bus,RN4 (Kigali-Kayonza Rd),RAD200C,Gitega,Nyarugenge,-1.954403,30.051435,Gisozi,Gasabo,-1.931241,30.064885,2.98,380,26,22:47:00,23:24:00,8,12,Fog,20.9,80,26,2.0,Festival,0,88,0,0,1,Winter,1
T00936,2023-01-10,23:00:00,Bus,KN 67 St,RAD528C,Nyabisindu,Nyarugenge,-1.977175,30.037554,Bumbogo,Gasabo,-1.891612,30.098371,11.67,900,9,23:01:00,23:35:00,15,1,Cloudy,14.9,74,13,5.4,None,0,13,0,0,1,Autumn,0
T00937,2023-01-10,23:15:00,Bus,KG 7 Ave,RAD316G,Gishushu,Gasabo,-1.948445,30.101865,Gatenga,Kicukiro,-1.977783,30.085938,3.71,420,31,23:17:00,23:55:00,19,19,Cloudy,20.1,92,1,8.2,None,10000,35,0,1,1,Autumn,1
T00938,2023-01-10,23:30:00,Bus,KG 9 Ave,RAD894H,Rugando,Kicukiro,-1.958497,30.125798,Kicukiro Centre,Kicukiro,-1.984141,30.104088,3.74,420,22,23:30:00,00:15:00,11,21,Clear,22.5,58,20,1.3,None,2000,34,0,0,1,Spring,1
T00939,2023-01-10,23:45:00,Bus,KK 432 St,RAD849D,Kagarama,Kicukiro,-1.977745,30.090333,Kabeza,Kicukiro,-1.981746,30.114005,2.67,360,11,23:47:00,00:27:00,5,9,Storm,20.5,54,3,17.4,None,0,49,0,0,1,Spring,1
T00940,2023-01-11,00:00:00,Moto,KN 78 St,RAB898C,Kabusunzu,Nyarugenge,-1.96236,30.031342,Masaka,Kicukiro,-1.993527,30.150889,13.73,3730,1,00:02:00,00:37:00,12,20,Heavy Rain,20.5,39,59,10.3,None,10000,87,0,0,2,Summer,1
T00941,2023-01-11,00:15:00,Bus,RN4 (Kigali-Kayonza Rd),RAD154C,Muhima,Nyarugenge,-1.944064,30.050533,Kagugu,Gasabo,-1.913037,30.076541,4.5,470,26,00:16:00,01:05:00,14,7,Cloudy,13.4,64,50,11.8,None,500,78,0,0,2,Winter,1
T00942,2023-01-11,00:30:00,Moto,KN 5 Rd,RAB470G,Cyahafi,Nyarugenge,-1.955445,30.034528,Masaka,Kicukiro,-1.995406,30.150366,13.62,3700,1,00:30:00,01:01:00,18,13,Clear,15.3,84,20,7.4,None,50000,10,0,0,2,Winter,1
T00943,2023-01-11,00:45:00,Bus,KG 9 Ave,RAD431B,Gatenga,Kicukiro,-1.980439,30.084229,Kabusunzu,Nyarugenge,-1.957169,30.027542,6.81,610,8,00:48:00,01:05:00,15,9,Storm,17.6,54,47,13.4,None,50000,23,0,1,2,Autumn,1
T00944,2023-01-11,01:00:00,Bus,KK 10 Ave,RAD115C,Kagugu,Gasabo,-1.913026,30.07305,Kigali City Centre (CBD),Nyarugenge,-1.95228,30.056021,4.76,490,26,01:03:00,01:28:00,3,23,Clear,19.3,74,21,8.6,Concert,0,74,0,0,2,Summer,1
T00945,2023-01-11,01:15:00,Moto,KG 9 Ave,RAB159D,Kimihurura,Gasabo,-1.947366,30.088716,Kanombe,Kicukiro,-1.970209,30.133943,5.63,1710,1,01:19:00,01:37:00,11,16,Clear,22.4,41,48,15.2,Protest,0,43,0,0,2,Winter,1
T00946,2023-01-11,01:30:00,Bus,KN 78 St,RAD496B,Gatenga,Kicukiro,-1.98031,30.086953,Nyarugunga,Kicukiro,-1.992751,30.117419,3.66,420,22,01:32:00,02:15:00,0,29,Storm,27.0,33,1,16.4,Festival,0,50,0,0,2,Summer,1
T00947,2023-01-11,01:45:00,Taxi,KN 78 St,RAC707H,Gacuriro,Gasabo,-1.921883,30.091847,Kabusunzu,Nyarugenge,-1.958262,30.029193,8.05,4220,3,01:47:00,02:13:00,4,28,Storm,14.8,96,16,13.4,None,50000,16,0,0,2,Spring,1
T00948,2023-01-11,02:00:00,Bus,KN 4 Ave,RAD781H,Nyamirambo,Nyarugenge,-1.968591,30.039548,Gitega,Nyarugenge,-1.954706,30.054347,2.26,340,22,02:00:00,02:35:00,12,4,Storm,12.3,46,18,9.8,Festival,50000,69,0,0,2,Winter,0
T00949,2023-01-11,02:15:00,Bus,KG 7 Ave,RAD847B,Rwandex,Nyarugenge,-1.968402,30.068531,Kacyiru,Gasabo,-1.944474,30.085497,3.26,400,30,02:18:00,02:58:00,18,25,Clear,19.8,94,39,15.6,None,0,84,1,0,2,Winter,1
T00950,2023-01-11,02:30:00,Taxi,KK 15 Rd,RAC726C,Kagarama,Kicukiro,-1.976626,30.089056,Nyanza (Kicukiro),Kicukiro,-1.989562,30.118948,3.62,2450,4,02:34:00,03:03:00,13,15,Cloudy,19.5,82,23,9.9,None,0,7,0,1,2,Spring,1
T00951,2023-01-11,02:45:00,Moto,KG 28 Ave,RAB119B,Remera,Gasabo,-1.951199,30.10936,Gitega,Nyarugenge,-1.955608,30.055232,6.04,1810,1,02:45:00,03:07:00,13,2,Rain,21.6,86,19,2.2,None,0,78,0,0,2,Winter,0
T00952,2023-01-11,03:00:00,Bus,KG 9 Ave,RAD558B,Sonatube,Kicukiro,-1.968537,30.10574,Nyabisindu,Nyarugenge,-1.974171,30.039055,7.44,650,9,03:02:00,03:53:00,5,17,Rain,26.5,57,37,2.3,Sports,2000,95,0,0,2,Spring,1
T00953,2023-01-11,03:15:00,Moto,KN 78 St,RAB627E,Nzove,Nyarugenge,-1.934637,29.988027,Kacyiru,Gasabo,-1.945163,30.08771,11.14,3080,1,03:18:00,04:07:00,4,18,Clear,26.0,45,11,19.0,Festival,0,73,0,0,2,Spring,1
T00954,2023-01-11,03:30:00,Moto,KN 3 Ave,RAB400E,Kabeza,Kicukiro,-1.977527,30.116103,Kinyinya,Gasabo,-1.91832,30.099355,6.84,2010,1,03:34:00,04:13:00,3,6,Clear,13.7,50,24,4.3,Concert,0,27,0,1,2,Summer,1
T00955,2023-01-11,03:45:00,Taxi,KK 5 Rd,RAC997D,Gatenga,Kicukiro,-1.980368,30.087449,Kigali City Centre (CBD),Nyarugenge,-1.952008,30.056954,4.63,2850,2,03:46:00,04:13:00,-1,6,Cloudy,28.3,71,22,16.3,None,0,78,0,0,2,Autumn,1
T00956,2023-01-11,04:00:00,Moto,KK 432 St,RAB505C,Gisozi,Gasabo,-1.932959,30.065912,Kagunga,Gasabo,-1.91117,30.112117,5.68,1720,1,04:03:00,04:32:00,19,25,Storm,13.9,83,49,4.9,Concert,2000,11,0,1,2,Autumn,1
T00957,2023-01-11,04:15:00,Bus,KK 5 Rd,RAD441D,Kigali Heights,Gasabo,-1.945581,30.090553,Nyamirambo,Nyarugenge,-1.968872,30.038504,6.34,580,24,04:19:00,04:36:00,10,12,Clear,23.1,61,58,8.6,None,10000,42,0,0,2,Spring,1
T00958,2023-01-11,04:30:00,Bus,KK 432 St,RAD938H,Kanyinya,Nyarugenge,-1.907114,30.011956,Gishushu,Gasabo,-1.948229,30.104481,11.25,880,30,04:30:00,04:56:00,9,-3,Fog,23.7,67,33,13.1,None,0,81,0,0,2,Summer,0
T00959,2023-01-11,04:45:00,Taxi,KN 78 St,RAC102G,Nzove,Nyarugenge,-1.93484,29.988241,Kabuga,Gasabo,-1.929938,30.182018,21.54,9620,3,04:46:00,05:25:00,12,13,Storm,23.9,99,31,3.2,None,0,36,0,0,2,Spring,1
T00960,2023-01-11,05:00:00,Bus,KK 5 Rd,RAD611F,Rutunga,Gasabo,-1.862586,30.078559,Niboye,Kicukiro,-1.98973,30.101937,14.37,1060,25,05:04:00,05:38:00,6,26,Clear,16.6,67,50,14.7,None,500,87,0,1,2,Summer,1
T00961,2023-01-11,05:15:00,Bus,KN 67 St,RAD907A,Gatenga,Kicukiro,-1.977086,30.086949,Ndera,Gasabo,-1.943276,30.156063,8.55,710,30,05:19:00,05:59:00,-1,22,Fog,17.8,83,23,13.8,None,50000,62,0,0,2,Summer,1
T00962,2023-01-11,05:30:00,Bus,KK 33 Ave,RAD941G,Nyabisindu,Nyarugenge,-1.974564,30.037137,Jabana,Gasabo,-1.899602,30.047194,8.41,700,10,05:32:00,06:11:00,14,15,Heavy Rain,21.5,89,41,10.9,Sports,0,92,0,0,2,Autumn,1
T00963,2023-01-11,05:45:00,Moto,KN 5 Rd,RAB147E,Kagugu,Gasabo,-1.914547,30.07789,Bumbogo,Gasabo,-1.88848,30.099047,3.73,1230,1,05:48:00,06:15:00,2,17,Cloudy,15.5,76,24,11.3,None,0,62,0,0,2,Autumn,1
T00964,2023-01-11,06:00:00,Moto,KK 33 Ave,RAB901E,Kagunga,Gasabo,-1.907053,30.111602,Niboye,Kicukiro,-1.988614,30.101679,9.14,2580,1,06:02:00,06:52:00,8,13,Fog,12.3,41,2,2.1,None,0,9,0,0,2,Summer,1
T00965,2023-01-11,06:15:00,Bus,KG 205 St,RAD798F,Gikondo,Kicukiro,-1.968521,30.072712,Nyabisindu,Nyarugenge,-1.972887,30.040632,3.6,420,30,06:16:00,07:06:00,19,17,Clear,21.8,82,24,8.7,None,0,77,0,0,2,Autumn,1
T00966,2023-01-11,06:30:00,Bus,RN4 (Kigali-Kayonza Rd),RAD727G,Kigali City Centre (CBD),Nyarugenge,-1.951355,30.059461,Gishushu,Gasabo,-1.947595,30.103673,4.93,500,10,06:34:00,07:10:00,16,15,Rain,20.1,62,27,1.7,Parade,0,79,0,0,2,Summer,1
T00967,2023-01-11,06:45:00,Bus,KN 67 St,RAD268E,Kabeza,Kicukiro,-1.979554,30.115926,Nyabugogo Bus Park,Nyarugenge,-1.956762,30.056015,7.12,630,28,06:47:00,07:43:00,4,3,Clear,23.5,57,11,6.2,None,0,36,0,0,2,Winter,0
T00968,2023-01-11,07:00:00,Bus,KN 4 Ave,RAD626H,Gitega,Nyarugenge,-1.952536,30.055374,Rebero,Kicukiro,-1.987683,30.087184,5.27,520,19,07:03:00,07:39:00,-1,13,Rain,14.6,32,25,18.0,None,0,10,0,0,2,Spring,1
T00969,2023-01-11,07:15:00,Moto,RN4 (Kigali-Kayonza Rd),RAB142F,Mageragere,Nyarugenge,-2.009678,30.011362,Kanombe,Kicukiro,-1.967636,30.13481,14.49,3920,1,07:16:00,07:42:00,13,-3,Cloudy,26.6,55,47,11.5,None,500,89,0,0,2,Autumn,0
T00970,2023-01-11,07:30:00,Taxi,KK 28 Ave,RAC231E,Jabana,Gasabo,-1.902889,30.043908,Nyabisindu,Nyarugenge,-1.977141,30.040613,8.26,4300,2,07:30:00,08:26:00,9,2,Cloudy,14.5,83,43,14.9,Concert,0,18,0,0,2,Spring,0
T00971,2023-01-11,07:45:00,Moto,KK 432 St,RAB261G,Rwandex,Nyarugenge,-1.964082,30.070203,Bumbogo,Gasabo,-1.887207,30.100039,9.17,2590,1,07:47:00,08:13:00,12,22,Storm,27.6,69,7,11.5,None,0,51,0,0,2,Autumn,1
T00972,2023-01-11,08:00:00,Bus,KG 11 Ave,RAD512C,Kagarama,Kicukiro,-1.974745,30.088771,Rugarama,Nyarugenge,-1.951946,30.024694,7.56,650,22,08:01:00,08:44:00,-2,-2,Storm,19.8,95,4,3.9,None,0,17,0,0,2,Spring,0
T00973,2023-01-11,08:15:00,Moto,KN 5 Rd,RAB478B,Kabuga,Gasabo,-1.929182,30.180813,Kimicanga,Gasabo,-1.946056,30.071441,12.3,3380,1,08:15:00,08:59:00,10,28,Rain,21.6,97,10,11.9,None,0,93,0,0,2,Spring,1
T00974,2023-01-11,08:30:00,Moto,KG 17 Ave,RAB869B,Rwandex,Nyarugenge,-1.965364,30.067741,Kanombe,Kicukiro,-1.968519,30.132568,7.21,2100,1,08:32:00,09:22:00,3,1,Rain,27.6,76,41,15.1,None,0,31,0,0,2,Autumn,0
T00975,2023-01-11,08:45:00,Bus,RN4 (Kigali-Kayonza Rd),RAD651B,Kagugu,Gasabo,-1.912343,30.072912,Gacuriro,Gasabo,-1.92103,30.092184,2.35,340,8,08:46:00,09:06:00,10,27,Cloudy,17.2,31,34,2.8,None,10000,22,0,0,2,Autumn,1
T00976,2023-01-11,09:00:00,Taxi,KG 7 Ave,RAC424A,Rugarama,Nyarugenge,-1.951919,30.027623,Kimicanga,Gasabo,-1.945471,30.075685,5.39,3160,3,09:01:00,09:38:00,15,8,Fog,15.2,71,26,16.3,Concert,0,11,0,0,2,Autumn,1
T00977,2023-01-11,09:15:00,Taxi,KG 28 Ave,RAC951H,Kigali Heights,Gasabo,-1.94651,30.089641,Sonatube,Kicukiro,-1.97025,30.104085,3.09,2240,2,09:17:00,09:54:00,0,26,Rain,19.8,63,54,11.1,Festival,0,57,0,0,2,Autumn,1
T00978,2023-01-11,09:30:00,Moto,KG 28 Ave,RAB203F,Cyahafi,Nyarugenge,-1.954085,30.032262,Ndera,Gasabo,-1.946175,30.156254,13.81,3750,1,09:31:00,10:18:00,-2,2,Rain,16.3,50,40,0.1,Festival,0,76,0,0,2,Summer,0
T00979,2023-01-11,09:45:00,Bus,KK 5 Rd,RAD667F,Kinyinya,Gasabo,-1.918881,30.099161,Gatenga,Kicukiro,-1.980578,30.087169,6.99,620,32,09:49:00,10:10:00,12,11,Fog,21.2,73,43,10.4,Concert,10000,20,0,0,2,Autumn,1
T00980,2023-01-11,10:00:00,Moto,KK 33 Ave,RAB186D,Kimironko,Gasabo,-1.936357,30.12031,Ndera,Gasabo,-1.943195,30.153831,3.8,1250,1,10:02:00,10:36:00,10,11,Storm,16.8,31,37,7.9,None,0,20,0,0,2,Autumn,1
T00981,2023-01-11,10:15:00,Moto,KG 17 Ave,RAB652C,Nzove,Nyarugenge,-1.937765,29.99186,Kanombe,Kicukiro,-1.969826,30.135324,16.34,4380,1,10:16:00,10:59:00,2,12,Storm,27.1,88,18,5.9,Protest,0,92,0,0,2,Autumn,1
T00982,2023-01-11,10:30:00,Moto,KK 33 Ave,RAB796C,Rebero,Kicukiro,-1.985519,30.090231,Gacuriro,Gasabo,-1.9222,30.088495,7.04,2060,1,10:30:00,11:27:00,10,16,Rain,22.6,45,47,15.4,Protest,0,92,0,0,2,Winter,1
T00983,2023-01-11,10:45:00,Bus,KG 17 Ave,RAD330A,Kimicanga,Gasabo,-1.944155,30.07484,Remera,Gasabo,-1.952844,30.110584,4.09,450,9,10:45:00,11:08:00,19,9,Storm,12.0,49,52,18.0,Protest,0,90,0,0,2,Spring,1
T00984,2023-01-11,11:00:00,Taxi,KG 17 Ave,RAC260G,Remera,Gasabo,-1.952476,30.11057,Nyabugogo Bus Park,Nyarugenge,-1.956536,30.059681,5.67,3270,2,11:04:00,11:49:00,2,27,Storm,26.0,55,54,15.3,None,2000,28,1,0,2,Autumn,1
T00985,2023-01-11,11:15:00,Bus,KN 3 Ave,RAD411H,Cyahafi,Nyarugenge,-1.953147,30.032028,Cyahafi,Nyarugenge,-1.95298,30.033392,0.15,220,18,11:17:00,11:54:00,16,25,Heavy Rain,17.8,45,55,16.9,None,0,78,1,1,2,Autumn,1
T00986,2023-01-11,11:30:00,Taxi,KN 4 Ave,RAC766A,Masaka,Kicukiro,-1.995817,30.152289,Ndera,Gasabo,-1.943892,30.154704,5.78,3310,3,11:31:00,11:52:00,18,-1,Storm,17.6,99,31,18.2,Parade,10000,46,0,0,2,Spring,0
T00987,2023-01-11,11:45:00,Moto,KK 28 Ave,RAB948G,Kacyiru,Gasabo,-1.943689,30.087302,Kabuga,Gasabo,-1.930946,30.182869,10.71,2980,1,11:46:00,12:27:00,15,5,Cloudy,18.7,52,45,18.3,Parade,0,11,0,1,2,Spring,0
T00988,2023-01-11,12:00:00,Bus,KN 3 Ave,RAD178B,Kinyinya,Gasabo,-1.917599,30.095165,Kimicanga,Gasabo,-1.94504,30.075494,3.75,420,23,12:00:00,12:37:00,18,7,Clear,23.0,71,27,2.3,None,50000,57,0,0,2,Summer,1
T00989,2023-01-11,12:15:00,Moto,KG 28 Ave,RAB651H,Rugando,Kicukiro,-1.961069,30.123567,Gacuriro,Gasabo,-1.920314,30.087469,6.05,1810,1,12:19:00,13:00:00,19,7,Rain,19.7,66,35,9.1,Parade,0,40,0,1,2,Spring,1
T00990,2023-01-11,12:30:00,Bus,KK 432 St,RAD322G,Nzove,Nyarugenge,-1.934818,29.990236,Mageragere,Nyarugenge,-2.010081,30.01209,8.71,720,31,12:30:00,13:25:00,7,21,Rain,22.9,35,17,0.0,Sports,10000,18,0,0,2,Spring,1
T00991,2023-01-11,12:45:00,Taxi,KG 11 Ave,RAC344D,Ndera,Gasabo,-1.94552,30.155058,Kagunga,Gasabo,-1.908726,30.110254,6.44,3580,2,12:45:00,13:12:00,5,18,Cloudy,14.6,66,9,10.1,None,0,11,0,1,2,Winter,1
T00992,2023-01-11,13:00:00,Bus,KG 205 St,RAD528E,Nyarutarama,Gasabo,-1.938669,30.10614,Jabana,Gasabo,-1.901358,30.042339,8.21,690,24,13:04:00,13:36:00,12,5,Clear,28.9,51,31,18.5,None,0,22,0,0,2,Summer,0
T00993,2023-01-11,13:15:00,Moto,KN 4 Ave,RAB831C,Masaka,Kicukiro,-1.994416,30.148799,Kimicanga,Gasabo,-1.943591,30.074135,10.04,2810,1,13:17:00,14:05:00,18,16,Clear,24.7,35,17,4.0,None,0,4,0,0,2,Winter,1
T00994,2023-01-11,13:30:00,Moto,KG 11 Ave,RAB731F,Niboye,Kicukiro,-1.988274,30.102142,Kanombe,Kicukiro,-1.970593,30.132585,3.91,1280,1,13:31:00,14:26:00,17,17,Cloudy,16.4,61,11,12.8,None,10000,25,0,0,2,Spring,1
T00995,2023-01-11,13:45:00,Bus,KG 11 Ave,RAD988C,Kimisagara,Nyarugenge,-1.943182,30.043041,Nyabisindu,Nyarugenge,-1.977834,30.041334,3.86,430,23,13:47:00,14:37:00,19,6,Fog,24.6,46,50,12.9,Parade,0,62,0,1,2,Autumn,1
T00996,2023-01-11,14:00:00,Bus,KK 33 Ave,RAD695F,Rugarama,Nyarugenge,-1.951373,30.026426,Gitega,Nyarugenge,-1.950092,30.050668,2.7,360,8,14:03:00,14:46:00,1,18,Fog,22.0,67,7,3.2,None,0,51,0,1,2,Summer,1
T00997,2023-01-11,14:15:00,Moto,KK 15 Rd,RAB438F,Remera,Gasabo,-1.954676,30.109509,Gikondo,Kicukiro,-1.967325,30.072304,4.37,1390,1,14:18:00,14:38:00,-1,25,Clear,13.9,46,32,4.8,Protest,0,9,0,0,2,Spring,1
T00998,2023-01-11,14:30:00,Moto,KK 33 Ave,RAB980B,Nzove,Nyarugenge,-1.937147,29.991744,Gitega,Nyarugenge,-1.955861,30.055086,7.34,2140,1,14:33:00,15:11:00,3,5,Fog,15.1,66,45,9.2,Protest,50000,85,0,0,2,Spring,0
T00999,2023-01-11,14:45:00,Moto,KK 5 Rd,RAB206A,Kabuga,Gasabo,-1.927743,30.184398,Kigali Heights,Gasabo,-1.945097,30.09362,10.27,2870,1,14:49:00,15:30:00,0,1,Fog,12.7,52,54,3.8,None,0,38,0,0,2,Autumn,0
